Date,open,high,low,close,volume,returns,ema_5,ema_15,range,avg_iv,iv_spread,pcr_oi,pcr_vol,delta_neutral_ratio,gamma_exposure,ema_spread,regime,regime_label
2025-10-24 04:55:00+00:00,25837.25,25843.25,25822.099609375,25826.94921875,0.0,-0.000379334910544,25847.685130093072,25863.71499736204,21.150390625,20,0,1,1,1,10330.7796875,-16.02986726896779,2,1
2025-10-24 05:00:00+00:00,25826.650390625,25834.5,25816.349609375,25832.150390625,0.0,0.00020138545327,25842.50688360372,25859.769421519908,18.150390625,20,0,1,1,1,10332.86015625,-17.262537916187284,2,1
2025-10-24 05:05:00+00:00,25832.849609375,25840.099609375,25829.400390625,25830.349609375,0.0,-6.971085344309458e-05,25838.45445886081,25856.091945001797,10.69921875,20,0,1,1,1,10332.13984375,-17.637486140985857,2,1
2025-10-24 05:10:00+00:00,25830.44921875,25830.44921875,25811.44921875,25819.80078125,0.0,-0.0004083889023774,25832.236566323874,25851.55554953282,19.0,20,0,1,1,1,10327.9203125,-19.3189832089447,2,1
2025-10-24 05:15:00+00:00,25820.25,25827.900390625,25810.55078125,25826.5,0.0,0.0002594605127574,25830.32437754925,25848.423605841217,17.349609375,20,0,1,1,1,10330.6,-18.099228291968757,2,1
2025-10-24 05:20:00+00:00,25826.55078125,25831.30078125,25820.0,25823.849609375,0.0,-0.0001026229115443,25828.166121491173,25845.35185628294,11.30078125,20,0,1,1,1,10329.53984375,-17.185734791768482,2,1
2025-10-24 05:25:00+00:00,25823.650390625,25825.5,25812.650390625,25825.05078125,0.0,4.651405166811173e-05,25827.127674744115,25842.814221903824,12.849609375,20,0,1,1,1,10330.0203125,-15.686547159708425,2,1
2025-10-24 05:30:00+00:00,25824.599609375,25832.25,25815.75,25821.400390625,0.0,-0.0001413507627118,25825.21858003775,25840.13749299397,16.5,20,0,1,1,1,10328.56015625,-14.918912956221902,2,1
2025-10-24 05:35:00+00:00,25820.099609375,25829.80078125,25796.5,25811.05078125,0.0,-0.0004008151850183,25820.49598044184,25836.50165402597,33.30078125,20,0,1,1,1,10324.4203125,-16.005673584131728,2,1
2025-10-24 05:40:00+00:00,25812.05078125,25835.44921875,25800.650390625,25827.30078125,0.0,0.0006295752984921,25822.76424737789,25835.351544928977,34.798828125,20,0,1,1,1,10330.9203125,-12.587297551086522,2,1
2025-10-24 05:45:00+00:00,25826.30078125,25829.150390625,25811.05078125,25816.349609375,0.0,-0.0004240153459222,25820.626034710265,25832.97630298473,18.099609375,20,0,1,1,1,10326.53984375,-12.350268274465634,2,1
2025-10-24 05:50:00+00:00,25816.44921875,25830.44921875,25811.150390625,25827.599609375,0.0,0.0004357703614268,25822.95055959851,25832.304216283515,19.298828125,20,0,1,1,1,10331.03984375,-9.353656685005262,2,1
2025-10-24 05:55:00+00:00,25827.5,25827.5,25799.900390625,25801.849609375,0.0,-0.0009969954772975,25815.916909524007,25828.49739041995,27.599609375,20,0,1,1,1,10320.73984375,-12.580480895943765,2,1
2025-10-24 06:00:00+00:00,25801.349609375,25812.650390625,25783.75,25812.150390625,0.0,0.0003992264665497,25814.661403224334,25826.454015445583,28.900390625,20,0,1,1,1,10324.86015625,-11.792612221248419,2,1
2025-10-24 06:05:00+00:00,25812.05078125,25824.75,25800.0,25812.75,0.0,2.3229733514096296e-05,25814.02426881623,25824.74101351489,24.75,20,0,1,1,1,10325.1,-10.716744698660477,2,1
2025-10-24 06:10:00+00:00,25812.80078125,25839.400390625,25811.55078125,25837.099609375,0.0,0.0009433171349431,25821.716049002487,25826.2858379974,27.849609375,20,0,1,1,1,10334.83984375,-4.569788994911505,2,1
2025-10-24 06:15:00+00:00,25836.900390625,25847.19921875,25833.150390625,25833.44921875,0.0,-0.0001412848454427,25825.627105584997,25827.181260591475,14.048828125,20,0,1,1,1,10333.3796875,-1.554155006477231,2,1
2025-10-24 06:20:00+00:00,25833.55078125,25850.5,25831.69921875,25833.5,0.0,1.9657169885167747e-06,25828.25140372333,25827.97110301754,18.80078125,20,0,1,1,1,10333.4,0.2803007057918876,2,1
2025-10-24 06:25:00+00:00,25833.05078125,25838.849609375,25821.69921875,25821.80078125,0.0,-0.0004528700621286,25826.101196232223,25827.1998127966,17.150390625,20,0,1,1,1,10328.7203125,-1.0986165643771528,2,1
2025-10-24 06:30:00+00:00,25821.150390625,25828.19921875,25815.099609375,25821.650390625,0.0,-5.82417261574264e-06,25824.61759436315,25826.506135025145,13.099609375,20,0,1,1,1,10328.66015625,-1.8885406619956484,2,1
2025-10-24 06:35:00+00:00,25822.30078125,25852.44921875,25820.849609375,25852.0,0.0,0.0011753551347755,25833.74506290877,25829.692868147,31.599609375,20,0,1,1,1,10340.8,4.0521947617671685,2,1
2025-10-24 06:40:00+00:00,25851.150390625,25857.849609375,25845.099609375,25850.44921875,0.0,-5.998689656505629e-05,25839.31311485585,25832.28741197238,12.75,20,0,1,1,1,10340.179687500002,7.02570288347124,2,1
2025-10-24 06:45:00+00:00,25850.25,25852.650390625,25838.25,25840.25,0.0,-0.0003945470604279,25839.6254099039,25833.28273547583,14.400390625,20,0,1,1,1,10336.1,6.342674428069586,2,1
2025-10-24 06:50:00+00:00,25840.30078125,25868.400390625,25837.900390625,25868.19921875,0.0,0.0010816156480684,25849.1500128526,25837.6472958851,30.5,20,0,1,1,1,10347.2796875,11.50271696749769,2,1
2025-10-24 06:55:00+00:00,25867.849609375,25874.69921875,25841.650390625,25843.55078125,0.0,-0.0009528470571749,25847.283602318403,25838.385231555712,33.048828125,20,0,1,1,1,10337.4203125,8.89837076269032,2,1
2025-10-24 07:00:00+00:00,25843.400390625,25845.69921875,25831.400390625,25836.849609375,0.0,-0.0002592976457346,25843.805604670604,25838.193278783125,14.298828125,20,0,1,1,1,10334.73984375,5.612325887479528,2,1
2025-10-24 07:05:00+00:00,25838.650390625,25852.900390625,25836.400390625,25851.900390625,0.0,0.0005825315964427,25846.503866655403,25839.90666776336,16.5,20,0,1,1,1,10340.76015625,6.5971988920427975,2,1
2025-10-24 07:10:00+00:00,25851.5,25853.150390625,25827.0,25842.44921875,0.0,-0.0003655890565951,25845.152317353604,25840.22448663669,26.150390625,20,0,1,1,1,10336.9796875,4.927830716915196,2,1
2025-10-24 07:15:00+00:00,25841.150390625,25845.69921875,25835.30078125,25835.94921875,0.0,-0.0002515241471494,25842.08461781907,25839.69007815085,10.3984375,20,0,1,1,1,10334.3796875,2.394539668221114,2,1
2025-10-24 07:20:00+00:00,25835.05078125,25838.0,25814.55078125,25816.75,0.0,-0.000743120316093,25833.639745212717,25836.822568381995,23.44921875,20,0,1,1,1,10326.7,-3.182823169277981,2,1
2025-10-24 07:25:00+00:00,25816.75,25821.5,25806.0,25810.69921875,0.0,-0.0002343742434659,25825.99290305848,25833.557149678,15.5,20,0,1,1,1,10324.2796875,-7.564246619520418,2,1
2025-10-24 07:30:00+00:00,25810.75,25824.099609375,25807.80078125,25822.900390625,0.0,0.0004727176033316,25824.962065580658,25832.22505479637,16.298828125,20,0,1,1,1,10329.160156250002,-7.262989215712878,2,1
2025-10-24 07:35:00+00:00,25822.75,25825.75,25807.0,25817.44921875,0.0,-0.0002110983581449,25822.457783303773,25830.378075290573,18.75,20,0,1,1,1,10326.9796875,-7.920291986800294,2,1
2025-10-24 07:40:00+00:00,25816.69921875,25826.94921875,25814.0,25825.94921875,0.0,0.0003292346942558,25823.621595119184,25829.824468223,12.94921875,20,0,1,1,1,10330.3796875,-6.202873103815364,2,1
2025-10-24 07:45:00+00:00,25826.400390625,25831.099609375,25802.25,25810.5,0.0,-0.000598205263208,25819.24773007946,25827.408909695125,28.849609375,20,0,1,1,1,10324.2,-8.161179615664878,2,1
2025-10-24 07:50:00+00:00,25809.599609375,25817.349609375,25789.44921875,25792.80078125,0.0,-0.0006857371515468,25810.43208046964,25823.082893639483,27.900390625,20,0,1,1,1,10317.1203125,-12.650813169842877,2,1
2025-10-24 07:55:00+00:00,25792.80078125,25797.900390625,25770.400390625,25771.5,0.0,-0.0008258421189173,25797.454720313097,25816.635031934547,27.5,20,0,1,1,1,10308.6,-19.180311621450528,2,1
2025-10-24 08:00:00+00:00,25771.0,25784.80078125,25755.900390625,25755.900390625,0.0,-0.0006053046727975,25783.603277083734,25809.04320177085,28.900390625,20,0,1,1,1,10302.36015625,-25.439924687118037,2,1
2025-10-24 08:05:00+00:00,25755.55078125,25774.099609375,25732.55078125,25736.0,0.0,-0.0007726536569555,25767.735518055822,25799.912801549497,41.548828125,20,0,1,1,1,10294.4,-32.17728349367462,2,1
2025-10-24 08:10:00+00:00,25736.44921875,25745.55078125,25722.0,25724.400390625,0.0,-0.0004507153160941,25753.290475578884,25790.473750183934,23.55078125,20,0,1,1,1,10289.76015625,-37.18327460504952,2,1
2025-10-24 08:15:00+00:00,25724.400390625,25737.5,25723.349609375,25730.0,0.0,0.000217676963893,25745.52698371926,25782.91453141094,14.150390625,20,0,1,1,1,10292.0,-37.38754769168008,2,1
2025-10-24 08:20:00+00:00,25730.150390625,25739.900390625,25718.650390625,25739.900390625,0.0,0.0003847800476097,25743.65145268784,25777.5377638127,21.25,20,0,1,1,1,10295.96015625,-33.88631112485746,2,1
2025-10-24 08:25:00+00:00,25740.05078125,25747.25,25728.150390625,25739.599609375,0.0,-1.1685408468409264e-05,25742.30083825023,25772.795494507987,19.099609375,20,0,1,1,1,10295.83984375,-30.494656257757015,2,1
2025-10-24 08:30:00+00:00,25739.44921875,25746.30078125,25733.75,25743.849609375,0.0,0.0001651152335118,25742.817095291823,25769.177258866363,12.55078125,20,0,1,1,1,10297.53984375,-26.36016357453991,2,1
2025-10-24 08:35:00+00:00,25744.0,25753.150390625,25736.19921875,25744.69921875,0.0,3.300242146742072e-05,25743.444469777885,25766.117503851816,16.951171875,20,0,1,1,1,10297.8796875,-22.673034073930467,2,1
2025-10-24 08:40:00+00:00,25744.599609375,25774.400390625,25744.55078125,25755.400390625,0.0,0.0004156650572637,25747.429776726924,25764.777864698463,29.849609375,20,0,1,1,1,10302.16015625,-17.348087971538916,2,1
2025-10-24 08:45:00+00:00,25755.400390625,25773.30078125,25754.5,25763.5,0.0,0.0003144819825029,25752.78651781795,25764.618131611154,18.80078125,20,0,1,1,1,10305.4,-11.831613793205179,2,1
2025-10-24 08:50:00+00:00,25763.5,25773.55078125,25749.55078125,25764.650390625,0.0,4.465195431513358e-05,25756.74114208697,25764.62216398789,24.0,20,0,1,1,1,10305.86015625,-7.881021900921041,2,1
2025-10-24 08:55:00+00:00,25764.349609375,25779.69921875,25761.94921875,25775.599609375,0.0,0.0004249705928081,25763.027297849647,25765.994344661274,17.75,20,0,1,1,1,10310.23984375,-2.9670468116273696,2,1
2025-10-24 09:00:00+00:00,25776.349609375,25784.30078125,25757.19921875,25759.400390625,0.0,-0.0006284710732435,25761.818328774767,25765.17010040674,27.1015625,20,0,1,1,1,10303.76015625,-3.3517716319729516,2,1
2025-10-24 09:05:00+00:00,25758.349609375,25774.05078125,25748.400390625,25750.55078125,0.0,-0.0003435487333091,25758.062479599845,25763.342685512147,25.650390625,20,0,1,1,1,10300.2203125,-5.2802059123023355,2,1
2025-10-24 09:10:00+00:00,25749.80078125,25758.650390625,25747.900390625,25752.5,0.0,7.569619642544545e-05,25756.208319733232,25761.987349823128,10.75,20,0,1,1,1,10301.0,-5.779030089895969,2,1
2025-10-24 09:15:00+00:00,25751.599609375,25763.0,25741.099609375,25747.0,0.0,-0.0002135714979127,25753.13887982216,25760.11393109524,21.900390625,20,0,1,1,1,10298.8,-6.975051273078861,2,1
2025-10-24 09:20:00+00:00,25747.55078125,25749.349609375,25737.94921875,25748.5,0.0,5.82592146658456e-05,25751.592586548104,25758.66218970833,11.400390625,20,0,1,1,1,10299.4,-7.069603160227416,2,1
2025-10-24 09:25:00+00:00,25748.75,25752.150390625,25739.69921875,25744.099609375,0.0,-0.000170898911587,25749.094927490405,25756.84186716667,12.451171875,20,0,1,1,1,10297.63984375,-7.7469396762644465,2,1
2025-10-24 09:30:00+00:00,25745.44921875,25803.349609375,25745.44921875,25794.05078125,0.0,0.0019402959370469,25764.080212076937,25761.492981427087,57.900390625,20,0,1,1,1,10317.6203125,2.5872306498495163,1,0
2025-10-24 09:35:00+00:00,25794.69921875,25806.05078125,25793.55078125,25804.80078125,0.0,0.0004167627679407,25777.653735134627,25766.90645640495,12.5,20,0,1,1,1,10321.9203125,10.7472787296756,2,1
2025-10-24 09:40:00+00:00,25806.349609375,25807.75,25787.900390625,25799.5,0.0,-0.0002054184139972,25784.93582342309,25770.980649354333,19.849609375,20,0,1,1,1,10319.8,13.955174068756605,2,1
2025-10-24 09:45:00+00:00,25798.94921875,25805.599609375,25798.30078125,25804.94921875,0.0,0.0002112141223666,25791.606955198724,25775.22672052879,7.298828125,20,0,1,1,1,10321.9796875,16.380234669933998,2,1
2025-10-24 09:50:00+00:00,25804.650390625,25809.25,25791.75,25796.44921875,0.0,-0.0003293941765954,25793.22104304915,25777.87953280644,17.5,20,0,1,1,1,10318.5796875,15.341510242709774,2,1
2025-10-24 09:55:00+00:00,25797.400390625,25804.69921875,25790.150390625,25797.44921875,0.0,3.8765025043518975e-05,25794.630434949435,25780.325743549387,14.548828125,20,0,1,1,1,10318.9796875,14.304691400047886,2,1
2025-10-27 03:45:00+00:00,25851.94921875,25877.599609375,25828.099609375,25861.400390625,0.0,0.0024789726818619,25816.88708684129,25790.46007443384,49.5,20,0,1,1,1,10344.56015625,26.427012407450093,1,0
2025-10-27 03:50:00+00:00,25862.849609375,25882.900390625,25862.849609375,25880.94921875,0.0,0.0007559075622249,25838.241130810864,25801.77121747336,20.05078125,20,0,1,1,1,10352.3796875,36.469913337503385,0,-1
2025-10-27 03:55:00+00:00,25880.099609375,25891.0,25867.25,25889.05078125,0.0,0.0003130318919728,25855.177680957244,25812.68116294544,23.75,20,0,1,1,1,10355.6203125,42.496518011805165,0,-1
2025-10-27 04:00:00+00:00,25889.150390625,25899.25,25880.94921875,25896.55078125,0.0,0.000289697759233,25868.968714388164,25823.16486523351,18.30078125,20,0,1,1,1,10358.6203125,45.80384915465402,0,-1
2025-10-27 04:05:00+00:00,25897.05078125,25927.0,25895.94921875,25921.5,0.0,0.0009634186019886,25886.479142925444,25835.45675707932,31.05078125,20,0,1,1,1,10368.6,51.02238584612496,0,-1
2025-10-27 04:10:00+00:00,25921.69921875,25944.650390625,25919.75,25937.19921875,0.0,0.0006056446868429,25903.385834866967,25848.17456478816,24.900390625,20,0,1,1,1,10374.8796875,55.21127007880568,0,-1
2025-10-27 04:15:00+00:00,25937.400390625,25942.44921875,25926.30078125,25941.80078125,0.0,0.0001774116958885,25916.190816994647,25859.87784184589,16.1484375,20,0,1,1,1,10376.7203125,56.31297514875769,0,-1
2025-10-27 04:20:00+00:00,25941.650390625,25945.19921875,25926.55078125,25943.25,0.0,5.586423094605664e-05,25925.2105446631,25870.299361615154,18.6484375,20,0,1,1,1,10377.3,54.91118304794509,0,-1
2025-10-27 04:25:00+00:00,25943.44921875,25946.44921875,25931.650390625,25935.849609375,0.0,-0.0002852530282443,25928.75689956707,25878.493142585136,14.798828125,20,0,1,1,1,10374.33984375,50.26375698193442,0,-1
2025-10-27 04:30:00+00:00,25935.75,25942.400390625,25920.69921875,25929.94921875,0.0,-0.0002274994154372,25929.15433929472,25884.925152105745,21.701171875,20,0,1,1,1,10371.9796875,44.22918718897563,0,-1
2025-10-27 04:35:00+00:00,25930.25,25967.44921875,25926.599609375,25964.19921875,0.0,0.0013208664510315,25940.835965779814,25894.83441043628,40.849609375,20,0,1,1,1,10385.6796875,46.001555343533255,0,-1
2025-10-27 04:40:00+00:00,25964.349609375,25974.849609375,25955.69921875,25961.849609375,0.0,-9.049419761431032e-05,25947.84051364488,25903.211310303617,19.150390625,20,0,1,1,1,10384.73984375,44.62920334126102,0,-1
2025-10-27 04:45:00+00:00,25962.75,25970.19921875,25957.25,25966.5,0.0,0.0001791240106143,25954.06034242992,25911.122396515664,12.94921875,20,0,1,1,1,10386.6,42.93794591425467,0,-1
2025-10-27 04:50:00+00:00,25965.75,25976.650390625,25964.349609375,25975.30078125,0.0,0.0003389282825949,25961.140488703284,25919.144694607457,12.30078125,20,0,1,1,1,10390.1203125,41.99579409582657,0,-1
2025-10-27 04:55:00+00:00,25974.900390625,25978.650390625,25964.900390625,25970.25,0.0,-0.0001944455347229,25964.17699246886,25925.532857781523,13.75,20,0,1,1,1,10388.1,38.64413468733619,2,1
2025-10-27 05:00:00+00:00,25969.80078125,25971.150390625,25956.75,25965.05078125,0.0,-0.0002001990258083,25964.468255395903,25930.472598215085,14.400390625,20,0,1,1,1,10386.0203125,33.99565718081794,2,1
2025-10-27 05:05:00+00:00,25965.55078125,25965.55078125,25946.75,25957.30078125,0.0,-0.0002984781376047,25962.079097347272,25933.826121094447,18.80078125,20,0,1,1,1,10382.920312500002,28.252976252824737,2,1
2025-10-27 05:10:00+00:00,25957.5,25966.900390625,25955.94921875,25963.5,0.0,0.0002388237052166,25962.55273156485,25937.53535595764,10.951171875,20,0,1,1,1,10385.4,25.01737560721085,2,1
2025-10-27 05:15:00+00:00,25963.75,25966.44921875,25956.19921875,25956.849609375,0.0,-0.0002561438413541,25960.651690834904,25939.94963763481,10.25,20,0,1,1,1,10382.73984375,20.70205320009336,2,1
2025-10-27 05:20:00+00:00,25957.5,25966.0,25949.55078125,25955.80078125,0.0,-4.040660329673873e-05,25959.03472097327,25941.93103058671,16.44921875,20,0,1,1,1,10382.320312500002,17.10369038656063,2,1
2025-10-27 05:25:00+00:00,25955.30078125,25967.80078125,25952.150390625,25966.44921875,0.0,0.0004102527057339,25961.506220232182,25944.99580410712,15.650390625,20,0,1,1,1,10386.5796875,16.510416125063784,2,1
2025-10-27 05:30:00+00:00,25966.55078125,25979.400390625,25960.44921875,25967.69921875,0.0,4.8139042403194665e-05,25963.57055307146,25947.833730937484,18.951171875,20,0,1,1,1,10387.0796875,15.736822133974783,2,1
2025-10-27 05:35:00+00:00,25968.900390625,25976.05078125,25960.30078125,25970.69921875,0.0,0.0001155281403535,25965.946774964308,25950.69191691405,15.75,20,0,1,1,1,10388.2796875,15.254858050258918,2,1
2025-10-27 05:40:00+00:00,25973.099609375,25981.30078125,25969.75,25976.30078125,0.0,0.000215687781558,25969.398110392875,25953.893024956044,11.55078125,20,0,1,1,1,10390.5203125,15.505085436830996,2,1
2025-10-27 05:45:00+00:00,25975.650390625,25980.94921875,25965.80078125,25968.19921875,0.0,-0.0003118828415263,25968.998479845253,25955.681299180287,15.1484375,20,0,1,1,1,10387.279687500002,13.317180664966145,2,1
2025-10-27 05:50:00+00:00,25968.69921875,25981.650390625,25967.099609375,25980.44921875,0.0,0.0004717308234125,25972.815392813503,25958.7772891265,14.55078125,20,0,1,1,1,10392.1796875,14.038103687002149,2,1
2025-10-27 05:55:00+00:00,25981.849609375,25986.900390625,25973.69921875,25977.849609375,0.0,-0.000100060216554,25974.493465000676,25961.161329157563,13.201171875,20,0,1,1,1,10391.13984375,13.332135843113065,2,1
2025-10-27 06:00:00+00:00,25978.44921875,25979.349609375,25969.5,25972.19921875,0.0,-0.0002175080197154,25973.72871625045,25962.541065356618,9.849609375,20,0,1,1,1,10388.8796875,11.187650893833052,2,1
2025-10-27 06:05:00+00:00,25972.400390625,25978.650390625,25969.30078125,25973.05078125,0.0,3.278746219481654e-05,25973.50273791697,25963.85477984329,9.349609375,20,0,1,1,1,10389.2203125,9.647958073681366,2,1
2025-10-27 06:10:00+00:00,25973.650390625,25975.099609375,25955.150390625,25957.25,0.0,-0.0006083529186877,25968.085158611317,25963.02918236288,19.94921875,20,0,1,1,1,10382.9,5.055976248437219,2,1
2025-10-27 06:15:00+00:00,25957.19921875,25964.349609375,25946.25,25961.69921875,0.0,0.0001714056284853,25965.95651199088,25962.862936911268,18.099609375,20,0,1,1,1,10384.6796875,3.093575079612492,2,1
2025-10-27 06:20:00+00:00,25961.150390625,25972.80078125,25959.849609375,25971.099609375,0.0,0.0003620868782814,25967.670877785586,25963.892520969235,12.951171875,20,0,1,1,1,10388.43984375,3.778356816350424,2,1
2025-10-27 06:25:00+00:00,25971.30078125,25995.099609375,25971.30078125,25994.900390625,0.0,0.0009164333281217,25976.747382065398,25967.768504676205,23.798828125,20,0,1,1,1,10397.96015625,8.978877389192348,2,1
2025-10-27 06:30:00+00:00,25994.94921875,26001.44921875,25993.150390625,25997.099609375,0.0,8.46019302613854e-05,25983.531457835263,25971.434892763555,8.298828125,20,0,1,1,1,10398.83984375,12.096565071708028,2,1
2025-10-27 06:35:00+00:00,25998.0,26004.900390625,25989.80078125,25993.650390625,0.0,-0.0001326770602039,25986.904435431843,25974.211829996235,15.099609375,20,0,1,1,1,10397.46015625,12.69260543560813,2,1
2025-10-27 06:40:00+00:00,25993.849609375,25998.099609375,25990.94921875,25996.25,0.0,0.0001000093998315,25990.01962362123,25976.966601246702,7.150390625,20,0,1,1,1,10398.5,13.053022374526336,2,1
2025-10-27 06:45:00+00:00,25996.849609375,26001.099609375,25987.349609375,25990.5,0.0,-0.0002211857479443,25990.17974908082,25978.658276090868,13.75,20,0,1,1,1,10396.2,11.5214729899526,2,1
2025-10-27 06:50:00+00:00,25991.05078125,25991.400390625,25982.599609375,25987.0,0.0,-0.0001346645889844,25989.11983272055,25979.70099157951,8.80078125,20,0,1,1,1,10394.8,9.418841141039593,2,1
2025-10-27 06:55:00+00:00,25987.75,25993.80078125,25965.69921875,25968.900390625,0.0,-0.0006964870656481,25982.380018688706,25978.3509164602,28.1015625,20,0,1,1,1,10387.56015625,4.029102228505508,2,1
2025-10-27 07:00:00+00:00,25969.900390625,25977.75,25957.150390625,25976.0,0.0,0.0002733889101274,25980.253345792476,25978.057051902677,20.599609375,20,0,1,1,1,10390.4,2.1962938897995627,2,1
2025-10-27 07:05:00+00:00,25975.94921875,25979.30078125,25966.69921875,25977.94921875,0.0,7.503921889440157e-05,25979.485303444984,25978.04357275859,12.6015625,20,0,1,1,1,10391.179687500002,1.441730686394294,2,1
2025-10-27 07:10:00+00:00,25977.25,25980.69921875,25969.80078125,25974.30078125,0.0,-0.0001404436304528,25977.757129379992,25977.575723820017,10.8984375,20,0,1,1,1,10389.7203125,0.18140555997524643,2,1
2025-10-27 07:15:00+00:00,25974.900390625,25983.0,25964.5,25964.69921875,0.0,-0.000369656245258,25973.40449250333,25975.966160686265,18.5,20,0,1,1,1,10385.8796875,-2.561668182934227,2,1
2025-10-27 07:20:00+00:00,25964.44921875,25977.05078125,25956.30078125,25976.94921875,0.0,0.0004717944119743,25974.58606791889,25976.08904294423,20.75,20,0,1,1,1,10390.7796875,-1.5029750253379461,2,1
2025-10-27 07:25:00+00:00,25978.0,25979.5,25971.5,25974.400390625,0.0,-9.811884003529948e-05,25974.5241754876,25975.877961404327,8.0,20,0,1,1,1,10389.76015625,-1.3537859167263377,2,1
2025-10-27 07:30:00+00:00,25974.69921875,25977.650390625,25967.44921875,25971.69921875,0.0,-0.0001039936181154,25973.582523241734,25975.355618572536,10.201171875,20,0,1,1,1,10388.6796875,-1.7730953308018798,2,1
2025-10-27 07:35:00+00:00,25972.0,25972.94921875,25962.55078125,25963.900390625,0.0,-0.0003002817820779,25970.355145702822,25973.92371507909,10.3984375,20,0,1,1,1,10385.56015625,-3.5685693762679875,2,1
2025-10-27 07:40:00+00:00,25964.849609375,25972.0,25958.25,25970.599609375,0.0,0.0002580205072892,25970.43663359355,25973.508201866083,13.75,20,0,1,1,1,10388.23984375,-3.0715682725349325,2,1
2025-10-27 07:45:00+00:00,25970.650390625,25971.0,25937.30078125,25940.0,0.0,-0.0011782403885644,25960.291089062368,25969.319676632826,33.69921875,20,0,1,1,1,10376.000000000002,-9.028587570457603,2,1
2025-10-27 07:50:00+00:00,25940.099609375,25944.099609375,25918.400390625,25943.44921875,0.0,0.0001329691114109,25954.67713229158,25966.08586939747,25.69921875,20,0,1,1,1,10377.3796875,-11.408737105888576,2,1
2025-10-27 07:55:00+00:00,25943.599609375,25948.94921875,25934.19921875,25939.55078125,0.0,-0.0001502667385177,25949.635015277723,25962.768983379035,14.75,20,0,1,1,1,10375.8203125,-13.133968101312348,2,1
2025-10-27 08:00:00+00:00,25940.25,25940.25,25924.849609375,25925.44921875,0.0,-0.0005436317158658,25941.57308310182,25958.10401280041,15.400390625,20,0,1,1,1,10370.1796875,-16.530929698590626,2,1
2025-10-27 08:05:00+00:00,25926.849609375,25942.94921875,25921.05078125,25941.30078125,0.0,0.0006114286532221,25941.482315817884,25956.003608856605,21.8984375,20,0,1,1,1,10376.5203125,-14.521293038720614,2,1
