Date,open,high,low,close,EMA_50,EMA_200,EMA_5,EMA_15,returns,regime_label,signal,position,trade_return,z_score
2025-11-12 14:05:00+05:30,25911.849609375,25912.94921875,25882.849609375,25884.650390625,25881.19333092632,25778.03207261727,25906.026761813195,25911.711401750785,-0.0010496826417268,-1,-1,-1.0,0.015219707223519926,7.458699807550758
2025-11-20 14:45:00+05:30,26195.05078125,26220.849609375,26192.849609375,26208.30078125,26175.035442520628,26100.30675912477,26209.03348259593,26209.25954331857,0.0004962722172408,-1,-1,-1.0,0.007438073488514426,3.652625578225769
2025-11-26 14:45:00+05:30,26187.55078125,26194.349609375,26175.400390625,26175.400390625,26142.137756586377,26003.28942336344,26181.66672333936,26182.129870205907,-0.0004944648648407,-1,-1,-1.0,0.007945981973433821,3.901048655067723
2025-12-08 15:00:00+05:30,25942.5,25978.94921875,25942.5,25970.80078125,25991.724748189263,26095.220505183534,25948.70340492102,25942.37108278696,0.0012028393785894,0,1,1.0,0.007220971308592371,3.546438749049463
2026-01-08 13:55:00+05:30,25921.400390625,25939.0,25920.30078125,25929.349609375,25967.5653132114,26069.51638837354,25919.27319042444,25918.95365834493,0.0003221175639442,0,1,1.0,0.0074225217239432305,3.6450190559490028
2026-01-09 15:05:00+05:30,25681.349609375,25696.80078125,25676.900390625,25688.75,25715.161793935647,25814.50222631754,25677.481551533936,25674.543457252483,0.0003621877233725,1,1,1.0,0.006357056285637897,3.123889343980168
2026-01-13 09:25:00+05:30,25836.75,25836.75,25760.400390625,25762.849609375,25806.978574511668,25792.06260297308,25804.342520254635,25807.8391304016,-0.0028429446032887,1,-1,-1.0,0.007215054264288043,3.5435446640015935
