Date,open,high,low,close,EMA_50,EMA_200,EMA_5,EMA_15,returns,regime_label,signal,position,trade_return,z_score
2025-10-27 12:40:00+05:30,25977.25,25980.69921875,25969.80078125,25974.30078125,25948.792186371204,25895.80262124377,25977.75713206378,25977.873043251548,-0.0001404436304528,-1,-1,-1.0,0.0036069605373039984,1.7787902410984682
2025-10-27 14:15:00+05:30,25939.30078125,25984.099609375,25938.05078125,25983.150390625,25952.16960226845,25906.14091753484,25960.819981800298,25957.14641569087,0.0017213944763574,0,1,1.0,-0.00034070635623763333,0.1520527850745721
2025-10-27 14:45:00+05:30,25967.19921875,25971.400390625,25929.349609375,25929.849609375,25955.04872607444,25909.648344657067,25956.73522741886,25960.56809156927,-0.0014326298426566,0,-1,-1.0,-0.002051359455981577,0.9887501805021315
2025-10-27 15:10:00+05:30,25970.19921875,25970.650390625,25961.69921875,25963.80078125,25955.59923798252,25911.99912533892,25960.238602479032,25959.71548905864,-0.0001963737123363,-1,1,1.0,-0.0013093470415935181,0.6258245501763027
2025-10-28 09:15:00+05:30,25937.099609375,26004.05078125,25937.099609375,25968.099609375,25973.76539862258,25966.84765543579,25972.033203125004,25973.26245117186,-0.0002271652662277,0,-1,-1.0,0.000165570062766174,0.09557203214306442
2025-10-28 09:25:00+05:30,25971.849609375,25988.849609375,25956.099609375,25988.849609375,25974.26591463584,25967.11093018521,25977.48676215278,25975.00162887572,0.0006738194303803,0,1,1.0,-0.0007990573169439337,0.37623678536784305
2025-10-28 09:55:00+05:30,25973.400390625,25981.900390625,25956.05078125,25970.30078125,25980.279282770283,25969.23630002641,25987.983346788795,25988.122223164333,-4.421923052222443e-05,0,-1,-1.0,-0.0007137225542414486,0.33449870667539194
2025-10-28 12:35:00+05:30,25872.80078125,25905.599609375,25872.25,25899.69921875,25901.14977590999,25942.985337351907,25875.72367631697,25869.510280906943,0.0009952094974872,0,1,1.0,0.002718550050485854,1.344259861734858
2025-10-28 13:45:00+05:30,25878.94921875,25901.69921875,25869.5,25882.0,25910.718005974813,25940.58689714262,25904.84083369513,25911.418025872284,9.275223192140024e-05,0,-1,-1.0,-0.000683375455464236,0.3196556397148976
2025-10-28 15:00:00+05:30,25852.69921875,25921.150390625,25852.69921875,25920.150390625,25884.545073981088,25928.417009368244,25865.30513967778,25860.93045855884,0.0026904900582953,-1,1,1.0,-0.0014740124652267985,0.7063640418427101
2025-10-29 13:55:00+05:30,26076.75,26079.0,26058.400390625,26060.400390625,26047.09845334765,25997.03796929233,26071.24944707873,26071.802796824264,-0.0006116354086718,0,-1,-1.0,0.005410848235306794,2.661089603130825
2025-10-29 15:20:00+05:30,26054.900390625,26070.69921875,26050.80078125,26065.94921875,26048.45120131354,26005.33363375817,26052.876220937585,26051.86657313821,0.000447083097635,-1,1,1.0,-0.00021292182935900487,0.08955210575432
2025-10-30 09:15:00+05:30,26006.400390625,26028.30078125,25965.5,25985.150390625,26065.036331384017,26060.138870449977,26040.583984375004,26057.90698242186,-0.0031897127213142,0,-1,-1.0,-0.0030997846058442805,1.5015453184071672
2025-10-30 11:15:00+05:30,25956.30078125,25962.900390625,25947.25,25955.05078125,25984.53216954694,26033.42765799732,25943.975691051484,25940.642845132305,-4.040777084324265e-05,0,1,1.0,0.0011583388559436403,0.5811450940558984
2025-10-30 11:40:00+05:30,25936.80078125,25938.400390625,25930.69921875,25931.80078125,25977.62182991608,26029.211901147413,25940.791632283534,25942.60902313274,-0.0001715444117789,-1,-1,-1.0,-0.0008957794070969749,0.42354451884312955
2025-10-30 13:15:00+05:30,25924.0,25932.150390625,25914.55078125,25925.80078125,25944.693090071272,26009.55332372576,25919.05817429248,25918.5727039234,0.0001060831930317,0,1,1.0,0.0002313761412334427,0.12775843771243842
2025-10-30 13:20:00+05:30,25926.0,25932.349609375,25902.099609375,25905.349609375,25943.15020847534,26008.516470846647,25914.48865265332,25916.919817104845,-0.0007888347228908,-1,-1,-1.0,-0.0007888347228908219,0.3712368132402199
2025-10-30 14:40:00+05:30,25885.55078125,25909.69921875,25884.650390625,25904.599609375,25916.156510953017,25990.32407335888,25892.50864765341,25891.42259982429,0.0007108185512096,-1,1,1.0,2.8951549054894023e-05,0.028750562257368523
2025-10-30 14:45:00+05:30,25904.80078125,25911.75,25875.900390625,25881.150390625,25914.783721920547,25989.237768058047,25888.72256197728,25890.13857367438,-0.0009052144832809,0,-1,-1.0,-0.0009052144832809388,0.4281593081712317
2025-10-30 15:25:00+05:30,25882.400390625,25893.94921875,25882.0,25891.19921875,25903.70483515446,25980.34664653624,25882.51943767013,25881.26362730937,0.0002936071292127,0,1,1.0,-0.00038826821734477514,0.17531576300738005
2025-10-31 09:15:00+05:30,25863.80078125,25875.900390625,25822.19921875,25862.25,25890.06634885288,25901.399606395986,25881.549479166668,25887.580566406235,-0.0011181103859042,0,-1,-1.0,-0.0011181103859042353,0.5322888054075647
2025-10-31 09:25:00+05:30,25894.05078125,25927.150390625,25891.75,25914.44921875,25891.18208399492,25901.459521045577,25895.349681712967,25891.67417144774,0.0007781031691185,0,1,1.0,-0.0020183556631770245,0.9726076981467472
2025-10-31 10:05:00+05:30,25889.5,25892.150390625,25866.400390625,25873.650390625,25898.37056915172,25902.800174925826,25900.14482253131,25905.53275891287,-0.0006527628851078,0,-1,-1.0,-0.0015743660141339464,0.7554479578073735
2025-10-31 11:55:00+05:30,25817.900390625,25819.44921875,25809.5,25819.0,25843.908239873723,25883.995323775427,25808.351020217044,25807.87715990169,3.101615427225646e-05,1,1,1.0,0.0021122025612899946,1.047689291693419
2025-10-31 12:20:00+05:30,25810.599609375,25811.400390625,25788.69921875,25791.05078125,25837.51606060026,25880.344054203822,25803.91865286809,25807.532986423463,-0.0007477166492153,1,-1,-1.0,-0.0010825058580890042,0.5148742777672787
2025-10-31 13:05:00+05:30,25811.650390625,25816.400390625,25806.0,25812.19921875,25825.24562296652,25873.119882630974,25803.41179505092,25801.311107931404,6.386680834413738e-05,1,1,1.0,-0.0008199913093643644,0.3864758086605822
2025-10-31 13:20:00+05:30,25808.349609375,25809.599609375,25791.0,25791.900390625,25822.355230279885,25870.952122212893,25799.96655906601,25800.68414509004,-0.0005986363955943,1,-1,-1.0,-0.0007864044420614466,0.37004813878576726
2025-11-03 09:45:00+05:30,25722.5,25753.099609375,25721.900390625,25751.44921875,25724.31314817087,25729.74527322269,25719.496297367976,25715.812560228645,0.0010962541183558,1,1,1.0,0.0015683672494991273,0.7816940475465706
2025-11-03 10:15:00+05:30,25711.849609375,25729.099609375,25695.349609375,25714.05078125,25724.84765270074,25729.61833971548,25719.28391490953,25720.63960451596,6.61616655359687e-05,1,-1,-1.0,-0.0014522847697740313,0.6957368105257968
2025-11-03 10:25:00+05:30,25724.05078125,25730.349609375,25712.150390625,25729.30078125,25724.975261645803,25729.555887964816,25723.58191357091,25722.04600213917,0.000221631962928,1,1,1.0,-0.000593060973929471,0.2754819311583005
