Date,open,high,low,close,EMA_50,EMA_200,EMA_5,EMA_15,returns,regime_label
2025-10-27 09:15:00+05:30,25851.94921875,25877.599609375,25828.099609375,25861.400390625,25861.400390625,25861.400390625,25861.400390625,25861.400390625,0.0,0
2025-10-27 09:20:00+05:30,25862.849609375,25882.900390625,25862.849609375,25880.94921875,25862.167011335787,25861.594906327737,25867.91666666667,25863.843994140625,0.0007559075622249,-1
2025-10-27 09:25:00+05:30,25880.099609375,25891.0,25867.25,25889.05078125,25863.22127682262,25861.868099113035,25874.961371527785,25866.994842529297,0.0003130318919728,0
2025-10-27 09:30:00+05:30,25889.150390625,25899.25,25880.94921875,25896.55078125,25864.52831621193,25862.213200427832,25882.157841435197,25870.689334869385,0.000289697759233,-1
2025-10-27 09:35:00+05:30,25897.05078125,25927.0,25895.94921875,25921.5,25866.762499889894,25862.803118831536,25895.27189429013,25877.04066801071,0.0009634186019886,0
2025-10-27 09:40:00+05:30,25921.69921875,25944.650390625,25919.75,25937.19921875,25869.52472415892,25863.543378532217,25909.24766911009,25884.560486853123,0.0006056446868429,-1
2025-10-27 09:45:00+05:30,25937.400390625,25942.44921875,25926.30078125,25941.80078125,25872.359079338963,25864.322059156275,25920.098706490066,25891.71552365273,0.0001774116958885,0
2025-10-27 09:50:00+05:30,25941.650390625,25945.19921875,25926.55078125,25943.25,25875.139115443315,25865.107411801484,25927.81580432671,25898.15733319614,5.586423094605664e-05,-1
2025-10-27 09:55:00+05:30,25943.44921875,25946.44921875,25931.650390625,25935.849609375,25877.519919126917,25865.8113142649,25930.493739342808,25902.8688677185,-0.0002852530282443,0
2025-10-27 10:00:00+05:30,25935.75,25942.400390625,25920.69921875,25929.94921875,25879.575970092526,25866.44950236923,25930.31223247854,25906.25391159744,-0.0002274994154372,-1
2025-10-27 10:05:00+05:30,25930.25,25967.44921875,25926.599609375,25964.19921875,25882.89452886341,25867.42213636307,25941.60789456903,25913.49707499151,0.0013208664510315,0
2025-10-27 10:10:00+05:30,25964.349609375,25974.849609375,25955.69921875,25961.849609375,25885.99080653053,25868.361713208964,25948.355132837693,25919.541141789443,-9.049419761431032e-05,-1
2025-10-27 10:15:00+05:30,25962.75,25970.19921875,25957.25,25966.5,25889.148029803844,25869.338213575043,25954.4034218918,25925.410999065763,0.0001791240106143,0
2025-10-27 10:20:00+05:30,25965.75,25976.650390625,25964.349609375,25975.30078125,25892.526569076243,25870.39256748226,25961.36920834453,25931.647221838797,0.0003389282825949,-1
2025-10-27 10:25:00+05:30,25974.900390625,25978.650390625,25964.900390625,25970.25,25895.57454675953,25871.386173775973,25964.32947222969,25936.472569108944,-0.0001944455347229,0
2025-10-27 10:30:00+05:30,25969.80078125,25971.150390625,25956.75,25965.05078125,25898.29910497484,25872.31815992,25964.5699085698,25940.044845626577,-0.0002001990258083,-1
2025-10-27 10:35:00+05:30,25965.55078125,25965.55078125,25946.75,25957.30078125,25900.61289620132,25873.163758142186,25962.146866129868,25942.201837579505,-0.0002984781376047,0
2025-10-27 10:40:00+05:30,25957.5,25966.900390625,25955.94921875,25963.5,25903.0790571346,25874.062626220373,25962.597910753248,25944.864107882066,0.0002388237052166,-1
2025-10-27 10:45:00+05:30,25963.75,25966.44921875,25956.19921875,25956.849609375,25905.187706242064,25874.88637729654,25960.681810293838,25946.36229556868,-0.0002561438413541,0
2025-10-27 10:50:00+05:30,25957.5,25966.0,25949.55078125,25955.80078125,25907.172532712964,25875.69149574384,25959.05480061256,25947.542106278845,-4.040660329673873e-05,-1
2025-10-27 10:55:00+05:30,25955.30078125,25967.80078125,25952.150390625,25966.44921875,25909.497108635984,25876.594557664303,25961.51960665837,25949.905495337734,0.0004102527057339,0
2025-10-27 11:00:00+05:30,25966.55078125,25979.400390625,25960.44921875,25967.69921875,25911.779544326728,25877.501071704955,25963.579477355583,25952.12971076427,4.8139042403194665e-05,-1
2025-10-27 11:05:00+05:30,25968.900390625,25976.05078125,25960.30078125,25970.69921875,25914.09011979431,25878.428416451672,25965.95272448705,25954.450899262487,0.0001155281403535,0
2025-10-27 11:10:00+05:30,25973.099609375,25981.30078125,25969.75,25976.30078125,25916.529753576888,25879.402270827777,25969.40207674137,25957.182134510927,0.000215687781558,-1
2025-10-27 11:15:00+05:30,25975.650390625,25980.94921875,25965.80078125,25968.19921875,25918.55600711309,25880.2858225484,25969.001124077586,25958.55927004081,-0.0003118828415263,0
2025-10-27 11:20:00+05:30,25968.69921875,25981.650390625,25967.099609375,25980.44921875,25920.98319188316,25881.28247325687,25972.817155635057,25961.295513629462,0.0004717308234125,-1
2025-10-27 11:25:00+05:30,25981.849609375,25986.900390625,25973.69921875,25977.849609375,25923.21324747108,25882.243340282923,25974.49464021504,25963.364775597656,-0.000100060216554,0
2025-10-27 11:30:00+05:30,25978.44921875,25979.349609375,25969.5,25972.19921875,25925.134265952605,25883.138423650755,25973.72949972669,25964.4690809917,-0.0002175080197154,-1
2025-10-27 11:35:00+05:30,25972.400390625,25978.650390625,25969.30078125,25973.05078125,25927.01334498388,25884.03307397513,25973.503260234465,25965.54179352399,3.278746219481654e-05,0
2025-10-27 11:40:00+05:30,25973.650390625,25975.099609375,25955.150390625,25957.25,25928.19909616098,25884.76160060224,25968.08550682298,25964.50531933349,-0.0006083529186877,-1
2025-10-27 11:45:00+05:30,25957.19921875,25964.349609375,25946.25,25961.69921875,25929.512826458587,25885.52714904152,25965.95674413199,25964.154556760557,0.0001714056284853,0
2025-10-27 11:50:00+05:30,25961.150390625,25972.80078125,25959.849609375,25971.099609375,25931.1436806906,25886.378616308524,25967.67103254633,25965.02268833736,0.0003620868782814,-1
2025-10-27 11:55:00+05:30,25971.30078125,25995.099609375,25971.30078125,25994.900390625,25933.64394382529,25887.45843495844,25976.747485239222,25968.757401123312,0.0009164333281217,0
2025-10-27 12:00:00+05:30,25994.94921875,26001.44921875,25993.150390625,25997.099609375,25936.132401297826,25888.54939191781,25983.53152661781,25972.30017715477,8.46019302613854e-05,-1
2025-10-27 12:05:00+05:30,25998.0,26004.900390625,25989.80078125,25993.650390625,25938.388008722417,25889.59517299948,25986.90448128688,25974.96895383855,-0.0001326770602039,0
2025-10-27 12:10:00+05:30,25993.849609375,25998.099609375,25990.94921875,25996.25,25940.65710641958,25890.656415059188,25990.01965419125,25977.62908460873,0.0001000093998315,-1
2025-10-27 12:15:00+05:30,25996.849609375,26001.099609375,25987.349609375,25990.5,25942.611729697244,25891.64988356606,25990.17976946084,25979.23794903264,-0.0002211857479443,0
2025-10-27 12:20:00+05:30,25991.05078125,25991.400390625,25982.599609375,25987.0,25944.352446179702,25892.59864094352,25989.119846307225,25980.208205403564,-0.0001346645889844,-1
2025-10-27 12:25:00+05:30,25987.75,25993.80078125,25965.69921875,25968.900390625,25945.31511066776,25893.357862333385,25982.380027746483,25978.794728556244,-0.0006964870656481,0
2025-10-27 12:30:00+05:30,25969.900390625,25977.75,25957.150390625,25976.0,25946.51843966118,25894.180172160915,25980.253351830997,25978.445387486718,0.0002733889101274,-1
2025-10-27 12:35:00+05:30,25975.94921875,25979.30078125,25966.69921875,25977.94921875,25947.75101923329,25895.01369501255,25979.485307470663,25978.383366394624,7.503921889440157e-05,0
2025-10-27 12:40:00+05:30,25977.25,25980.69921875,25969.80078125,25974.30078125,25948.792186371204,25895.80262124377,25977.75713206378,25977.873043251548,-0.0001404436304528,-1
2025-10-27 12:45:00+05:30,25974.900390625,25983.0,25964.5,25964.69921875,25949.41599156253,25896.488159527413,25973.40449429252,25976.22631518885,-0.000369656245258,0
2025-10-27 12:50:00+05:30,25964.44921875,25977.05078125,25956.30078125,25976.94921875,25950.49572596204,25897.288767081867,25974.586069111683,25976.316678134,0.0004717944119743,-1
2025-10-27 12:55:00+05:30,25978.0,25979.5,25971.5,25974.400390625,25951.433163791964,25898.05604691812,25974.524176282797,25976.07714219537,-9.811884003529948e-05,0
2025-10-27 13:00:00+05:30,25974.69921875,25977.650390625,25967.44921875,25971.69921875,25952.22791104522,25898.788814797044,25973.582523771867,25975.5299017647,-0.0001039936181154,-1
2025-10-27 13:05:00+05:30,25972.0,25972.94921875,25962.55078125,25963.900390625,25952.685655342462,25899.436691173443,25970.355146056245,25974.07621287224,-0.0003002817820779,0
2025-10-27 13:10:00+05:30,25964.849609375,25972.0,25958.25,25970.599609375,25953.38816334374,25900.144779911767,25970.43663382917,25973.641637435085,0.0002580205072892,-1
2025-10-27 13:15:00+05:30,25970.650390625,25971.0,25937.30078125,25940.0,25952.86313733026,25900.54134926588,25960.29108921945,25969.436432755698,-0.0011782403885644,0
2025-10-27 13:20:00+05:30,25940.099609375,25944.099609375,25918.400390625,25943.44921875,25952.493964052603,25900.968293240843,25954.6771323963,25966.188031004986,0.0001329691114109,-1
2025-10-27 13:25:00+05:30,25943.599609375,25948.94921875,25934.19921875,25939.55078125,25951.986388256424,25901.35219859417,25949.635015347536,25962.858374785614,-0.0001502667385177,0
2025-10-27 13:30:00+05:30,25940.25,25940.25,25924.849609375,25925.44921875,25950.945714942445,25901.591969939007,25941.57308314836,25958.182230281163,-0.0005436317158658,-1
2025-10-27 13:35:00+05:30,25926.849609375,25942.94921875,25921.05078125,25941.30078125,25950.567482248625,25901.98708248937,25941.48231584891,25956.072049152262,0.0006114286532221,0
2025-10-27 13:40:00+05:30,25942.099609375,25944.849609375,25932.44921875,25944.650390625,25950.335439439856,25902.41159301808,25942.538340774277,25954.64434183636,0.0001291226451305,-1
2025-10-27 13:45:00+05:30,25944.44921875,25947.75,25934.44921875,25947.75,25950.2340496579,25902.862721445763,25944.275560516184,25953.78254910681,0.000119470076811,0
2025-10-27 13:50:00+05:30,25948.0,25966.099609375,25947.80078125,25963.5,25950.75428300465,25903.46607745128,25950.68370701079,25954.99723046846,0.0006069890452928,-1
2025-10-27 13:55:00+05:30,25963.150390625,25963.30078125,25949.5,25954.25,25950.89136994565,25903.971390113456,25951.87247134053,25954.903826659905,-0.0003562693781654,0
2025-10-27 14:00:00+05:30,25954.30078125,25960.849609375,25948.55078125,25956.150390625,25951.09760605072,25904.4905841484,25953.29844443536,25955.05964715554,7.322078753957406e-05,-1
2025-10-27 14:05:00+05:30,25958.349609375,25964.099609375,25952.94921875,25959.099609375,25951.411410102653,25905.033957533746,25955.232166081907,25955.56464243297,0.0001136231184368,0
2025-10-27 14:10:00+05:30,25958.849609375,25959.400390625,25936.099609375,25938.5,25950.90508029471,25905.36695298117,25949.654777387943,25953.43156212885,-0.0007935409811964,-1
2025-10-27 14:15:00+05:30,25939.30078125,25984.099609375,25938.05078125,25983.150390625,25952.16960226845,25906.14091753484,25960.819981800298,25957.14641569087,0.0017213944763574,0
2025-10-27 14:20:00+05:30,25983.5,25983.5,25960.94921875,25976.80078125,25953.13553085596,25906.84400075589,25966.1469149502,25959.60321138576,-0.0002443741147452,-1
2025-10-27 14:25:00+05:30,25977.0,25979.400390625,25969.849609375,25977.80078125,25954.1027955773,25907.55003837275,25970.03153705013,25961.877907618797,3.849588748128241e-05,0
2025-10-27 14:30:00+05:30,25977.150390625,25984.900390625,25972.75,25978.75,25955.06935261349,25908.25849570237,25972.93769136676,25963.986919166444,3.653961157046304e-05,-1
2025-10-27 14:35:00+05:30,25979.0,25983.150390625,25968.5,25969.349609375,25955.629362682565,25908.86636748021,25971.741664036177,25964.657255442515,-0.0003618492277341,0
2025-10-27 14:40:00+05:30,25970.05078125,25972.349609375,25960.400390625,25967.05078125,25956.07726144992,25909.445316870955,25970.178036440782,25964.95644616845,-8.852082010435414e-05,-1
2025-10-27 14:45:00+05:30,25967.19921875,25971.400390625,25929.349609375,25929.849609375,25955.048726074438,25909.648344657067,25956.73522741886,25960.56809156927,-0.0014326298426566,0
2025-10-27 14:50:00+05:30,25929.19921875,25957.30078125,25926.75,25949.44921875,25954.82913755191,25910.04437325501,25954.306557862576,25959.17823246686,0.0007558705380192,-1
2025-10-27 14:55:00+05:30,25949.75,25960.05078125,25945.650390625,25958.19921875,25954.961297598893,25910.5235259465,25955.60411149172,25959.055855752253,0.0003371940547269,0
2025-10-27 15:00:00+05:30,25958.400390625,25968.599609375,25947.650390625,25948.5,25954.70791337933,25910.90140131022,25953.23607432781,25957.73637378322,-0.0003736475965941,-1
2025-10-27 15:05:00+05:30,25948.650390625,25970.150390625,25945.80078125,25968.900390625,25955.264481114456,25911.478505681516,25958.457513093545,25959.131875888444,0.0007861876649901,0
2025-10-27 15:10:00+05:30,25970.19921875,25970.650390625,25961.69921875,25963.80078125,25955.59923798252,25911.999125338916,25960.238602479032,25959.71548905864,-0.0001963737123363,-1
2025-10-27 15:15:00+05:30,25963.75,25969.349609375,25958.05078125,25968.05078125,25956.08753379693,25912.55685325843,25962.84266206936,25960.75740058256,0.0001636894396088,0
2025-10-27 15:20:00+05:30,25968.650390625,25970.599609375,25962.400390625,25967.25,25956.525277569603,25913.10106367377,25964.311774712907,25961.56897550974,-3.083717205987213e-05,-1
2025-10-27 15:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25957.21056080217,25913.707023239207,25967.54118314194,25963.122853571025,0.0002599428125811,0
2025-10-27 15:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25957.86897018248,25914.306953356237,25969.69412209463,25964.482496874647,0.0,-1
2025-10-27 15:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25958.50155958709,25914.90091401936,25971.12941472976,25965.67218476532,0.0,0
2025-10-27 15:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25959.109341564068,25915.488964626133,25972.086276486505,25966.713161669653,0.0,-1
2025-10-27 15:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25959.693288953717,25916.071163983088,25972.72418432434,25967.624016460948,0.0,0
2025-10-27 15:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25960.254336445727,25916.647570311616,25973.14945621623,25968.421014403328,0.0,-1
2025-10-27 15:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25960.79338207531,25917.21824125379,25973.432970810823,25969.11838760291,0.0,0
2025-10-27 16:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25961.311288660592,25917.783233878134,25973.621980540556,25969.728589152543,0.0,-1
2025-10-27 16:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25961.80888518371,25918.34260468532,25973.74798702704,25970.26251550848,0.0,0
2025-10-27 16:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25962.28696811768,25918.896409613822,25973.83199135136,25970.72970106992,0.0,-1
2025-10-27 16:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25962.746302701304,25919.44470404553,25973.887994234243,25971.13848843618,0.0,0
