Date,open,high,low,close,EMA_50,EMA_200,EMA_5,EMA_15,returns,regime_label
2025-10-27 16:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25963.187624164,25919.98754281125,25973.9253294895,25971.496177381658,0.0,-1
2025-10-27 16:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25963.61163890267,25920.524980196216,25973.95021965967,25971.80915520895,0.0,0
2025-10-27 16:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25964.019025612368,25921.05706994551,25973.96681310645,25972.08301080783,0.0,-1
2025-10-27 16:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25964.41043637267,25921.58386526944,25973.977875404304,25972.32263445685,0.0,0
2025-10-27 16:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25964.78649769139,25922.10541884885,25973.98525026954,25972.532305149743,0.0,-1
2025-10-27 16:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25965.147811507417,25922.621782840404,25973.99016684636,25972.715767006022,0.0,0
2025-10-27 16:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25965.494956154187,25923.1330088818,25973.993444564243,25972.87629613027,0.0,-1
2025-10-27 16:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25965.8284872854,25923.639148096903,25973.995629709498,25973.016759113987,0.0,0
2025-10-27 17:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25966.148938764403,25924.14025110092,25973.997086473,25973.13966422474,0.0,-1
2025-10-27 17:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25966.456823518743,25924.636368005387,25973.99805764867,25973.247206196647,0.0,0
2025-10-27 17:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25966.752634361143,25925.127548423246,25973.998705099115,25973.341305422065,0.0,-1
2025-10-27 17:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25967.03684477836,25925.613841473765,25973.999136732746,25973.423642244303,0.0,0
2025-10-27 17:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25967.30990968901,25926.09529578746,25973.9994244885,25973.495686963768,0.0,-1
2025-10-27 17:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25967.5722661718,25926.571959510973,25973.99961632567,25973.55872609329,0.0,0
2025-10-27 17:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25967.824334165063,25927.04388031186,25973.999744217115,25973.613885331637,0.0,-1
2025-10-27 17:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25968.066517138985,25927.511105383383,25973.99982947808,25973.66214966518,0.0,0
2025-10-27 17:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25968.29920274138,25927.973681449224,25973.99988631872,25973.70438095703,0.0,-1
2025-10-27 17:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25968.52276341819,25928.43165476814,25973.999924212483,25973.7413333374,0.0,0
2025-10-27 17:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25968.73755700964,25928.88507113861,25973.99994947499,25973.773666670226,0.0,-1
2025-10-27 17:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25968.943927322987,25929.3339759034,25973.999966316664,25973.801958336448,0.0,0
2025-10-27 18:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25969.142204682877,25929.77841395412,25973.999977544445,25973.826713544397,0.0,-1
2025-10-27 18:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25969.33270646002,25930.218429735676,25973.999985029637,25973.848374351342,0.0,0
2025-10-27 18:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25969.51573757924,25930.654067250744,25973.99999001976,25973.867327557426,0.0,-1
2025-10-27 18:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25969.691591007504,25931.08537006417,25973.999993346508,25973.88391161275,0.0,0
2025-10-27 18:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25969.8605482229,25931.512381307315,25973.99999556434,25973.89842266116,0.0,-1
2025-10-27 18:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.02287966514,25931.93514368237,25973.99999704289,25973.911119828517,0.0,0
2025-10-27 18:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.17884516847,25932.35369946663,25973.9999980286,25973.922229849948,0.0,-1
2025-10-27 18:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.328694377557,25932.768090516714,25973.999998685733,25973.931951118702,0.0,0
2025-10-27 18:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.472667147063,25933.17835827277,25973.999999123826,25973.94045722887,0.0,-1
2025-10-27 18:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.610993925613,25933.584543762598,25973.99999941589,25973.94790007526,0.0,0
2025-10-27 18:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.74389612461,25933.986687605757,25973.999999610594,25973.95441256585,0.0,-1
2025-10-27 18:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.87158647267,25934.38483001764,25973.9999997404,25973.96011099512,0.0,0
2025-10-27 19:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25970.99426935609,25934.779010813487,25973.99999982693,25973.96509712073,0.0,-1
2025-10-27 19:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.11214114605,25935.16926941236,25973.999999884625,25973.96945998064,0.0,0
2025-10-27 19:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.22539051288,25935.555644841093,25973.99999992309,25973.97327748306,0.0,-1
2025-10-27 19:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.334198728066,25935.9381757382,25973.999999948726,25973.97661779768,0.0,0
2025-10-27 19:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.43873995441,25936.316900357724,25973.99999996582,25973.979540572967,0.0,-1
2025-10-27 19:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.53918152483,25936.691856573078,25973.99999997721,25973.982098001343,0.0,0
2025-10-27 19:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.63568421013,25937.06308188081,25973.99999998481,25973.984335751175,0.0,-1
2025-10-27 19:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.728402476405,25937.430613404384,25973.99999998988,25973.98629378228,0.0,0
2025-10-27 19:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.817484732237,25937.794487897874,25973.99999999325,25973.98800705949,0.0,-1
2025-10-27 19:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.903073566267,25938.15474174964,25973.999999995503,25973.98950617706,0.0,0
2025-10-27 19:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25971.985305975435,25938.511410985964,25973.99999999701,25973.990817904927,0.0,-1
2025-10-27 19:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.064313584244,25938.864531274663,25973.999999998006,25973.99196566681,0.0,0
2025-10-27 20:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.14022285545,25939.214137928648,25973.999999998672,25973.992969958457,0.0,-1
2025-10-27 20:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.21315529249,25939.56026590946,25973.99999999912,25973.99384871365,0.0,0
2025-10-27 20:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.28322763397,25939.90294983076,25973.99999999941,25973.994617624445,0.0,-1
2025-10-27 20:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.350552040483,25940.2422239618,25973.99999999961,25973.99529042139,0.0,0
2025-10-27 20:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.41523627419,25940.57812223084,25973.99999999974,25973.99587911872,0.0,-1
2025-10-27 20:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.477383871283,25940.910678228545,25973.99999999983,25973.99639422888,0.0,0
2025-10-27 20:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.537094307703,25941.239925211343,25973.999999999887,25973.996844950267,0.0,-1
2025-10-27 20:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.594463158384,25941.565896104767,25973.999999999927,25973.99723933148,0.0,0
2025-10-27 20:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.64958225021,25941.88862350671,25973.999999999956,25973.997584415047,0.0,-1
2025-10-27 20:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.702539809037,25942.208139690727,25973.99999999997,25973.99788636317,0.0,0
2025-10-27 20:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.75342060084,25942.52447660923,25973.99999999998,25973.99815056777,0.0,-1
2025-10-27 20:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.802306067475,25942.837665896703,25973.99999999999,25973.9983817468,0.0,0
2025-10-27 21:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.84927445699,25943.147738872856,25974.0,25973.99858402845,0.0,-1
2025-10-27 21:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.894400948877,25943.45472654577,25974.0,25973.998761024894,0.0,0
2025-10-27 21:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.93775777441,25943.758659614963,25974.0,25973.99891589678,0.0,-1
2025-10-27 21:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25972.97941433228,25944.05956847452,25974.0,25973.999051409683,0.0,0
2025-10-27 21:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.01943729964,25944.357483216067,25974.0,25973.99916998347,0.0,-1
2025-10-27 21:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.057890738877,25944.65243363183,25974.0,25973.99927373554,0.0,0
2025-10-27 21:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.094836200096,25944.944449217583,25974.0,25973.9993645186,0.0,-1
2025-10-27 21:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.130332819703,25945.23355917562,25974.0,25973.999443953773,0.0,0
2025-10-27 21:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.16443741501,25945.519792417657,25974.0,25973.999513459552,0.0,-1
2025-10-27 21:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.197204575208,25945.803177567734,25974.0,25973.999574277103,0.0,0
2025-10-27 21:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.22868674873,25946.08374296507,25974.0,25973.999627492467,0.0,-1
2025-10-27 21:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.258934327216,25946.361516666915,25974.0,25973.999674055907,0.0,0
2025-10-27 22:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.28799572615,25946.63652645133,25974.0,25973.99971479892,0.0,-1
2025-10-27 22:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.315917462383,25946.90879981997,25974.0,25973.999750449053,0.0,0
2025-10-27 22:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.342744228565,25947.17836400087,25974.0,25973.99978164292,0.0,-1
2025-10-27 22:15:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.3685189647,25947.445245951112,25974.0,25973.999808937555,0.0,0
2025-10-27 22:20:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.39328292687,25947.70947235956,25974.0,25973.99983282036,0.0,-1
2025-10-27 22:25:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.41707575327,25947.97106964952,25974.0,25973.999853717814,0.0,0
2025-10-27 22:30:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.43993552765,25948.23006398137,25974.0,25973.999872003093,0.0,-1
2025-10-27 22:35:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.461898840294,25948.48648125519,25974.0,25973.999888002705,0.0,0
2025-10-27 22:40:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.48300084656,25948.740347113348,25974.0,25973.999902002368,0.0,-1
2025-10-27 22:45:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.503275323168,25948.991686943067,25974.0,25973.999914252072,0.0,0
2025-10-27 22:50:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.52275472226,25949.24052587896,25974.0,25973.99992497056,0.0,-1
2025-10-27 22:55:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.54147022335,25949.48688880554,25974.0,25973.99993434924,0.0,0
2025-10-27 23:00:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.55945178322,25949.730800359717,25974.0,25973.999942555587,0.0,-1
2025-10-27 23:05:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.57672818388,25949.97228493325,25974.0,25973.99994973614,0.0,0
2025-10-27 23:10:00+05:30,25966.94921875,25981.0,25966.94921875,25974.0,25973.593327078637,25950.21136667521,25974.0,25973.99995601912,0.0,-1
